0review_id,1review_title,2review_text,3review_rating,4review_date,5visit_date,6reviewer_country,7reviewer_level
review_473949210,“Obviously not as big as Florida but that's not necessarily a bad thing”,"There was more than enough to keep our family of four occupied for the day. We went early morning midweek and it's wasn't too busy. Roller coasters were good for afults and older children and plenty to keep the younger ones amused.Slightly confusing to get too as we had taken the cable car over to Sentosa. If you're using this option, you then need to get another cable car and the monorail to the park but not difficult to do and good fun.
",5,10 April 2017,April 2017,"Livingston, Scotland",03
review_473791940,“Awesome ”,"Best ride Transformer 4DRoller coaster Best Many more rides better take fast pass, so you can fully enjoy all the rides.
",5,9 April 2017,February 2017,,02
review_473775052,“I might be spoiled”,"I visited Universal Studios Singapore on a Monday, hoping there would not be much of a crowd. Instead, I discovered that everywhere in the park was very busy. I was only able to ride 3 rides in a 7 hour period, because I had to wait an average of an hour plus for the rides I did ride. I feel spoiled, because I am used to Universal Studios Orlando, which is a bigger park. The Singapore version felt like it was half the size and therefore, a little bit disappointing.
",3,9 April 2017,April 2017,"Taichung, Taiwan",06
review_473753477,“Full of fun and adventure”,"Best thing to do when you visit to Singapore. Enjoyed the goose bumps slides like HUMAN, CYLON and MUMMY rides. Best among all was the TRANSFORMER ride, it was one of kind experience. Also light camera & action ride is good to get interim of cinematography. Sad part was long ques and waiting time for each ride suggest to go for express pass to enjoy all the rides in time. keep watch on show timings do not miss the water show it was thrilling to watch entire action in front of your eyes. lot of dining options yet very limited choices for vegetarian.
",5,9 April 2017,April 2017,"Mumbai (Bombay), India",02
review_473735656,“good look but scary rides”,"when we entered the studios we first went to Madagascar. It was exciting we have to board a boat and you will go inside a broken part of a ship inside there will be the robotic characters and then you will be out of the ship. then we went to a roller coaster when it climbs the track it will be slow but when it will go down it will be superfast it was a short ride. this studio is mostly made for kids and teenagers but be careful that some rides are a little scary.
",3,9 April 2017,March 2017,"Meerut, India",01
review_473724108,“You don't need an express pass!”,"I seriously think that you don't need an express pass if you don't mind waiting for 45 min~ I love the concept where the whole themepark are filled with fans, water station, keep you hydrated and chill although the weather is really hot! Must try: human vs cylon, transformer, lights camera actions.. The fireworks on every Saturday not really impressive but worth staying till late night if you don't mind~
",5,9 April 2017,April 2017,,03
review_473710656,“Must do in Singapore”,"I had discounted Universal Studios in my first 3 visits to Singapore, assuming it's just movie sets. However, this time I did decide to go and was amazed by the quality of rides. Specifically, Transformers and Mummy experience is something you just can't miss!
",5,9 April 2017,March 2017,"Bengaluru, India",06
review_473613041,“Full of fun and adventure”,"Have visited here twice. And I must say each time I was so impressed.Some tricks you may wanna consider before going:Go on weekdays. Weekends are hell crowded and the queue time is about 120 min for each ride especially in the morning. You can simply buy the express pass, still facing lines but shorter.Be there at 10 AM to get the most out of it.Plan your day ahead, prioritize the rides you want to do the most as you will have short of time. My suggestions are Transformers, roller coaster (Cylon and Human), Revenge of the Mummy, Jurassic Park Rapids adventure. You can simply forget about Madagascar and Shrek 4D if you do not have enough time. But if you looking for something a bit relaxing, go for them.There are several shows during the day, not all are good but worth watching if you have time.The queues will be shorter in the evening. We got the chance to ride Cylon 3 times and Revenge of the Mummy 2. Food is of ver low quality and pricey! (I am not sure if eating will be a good idea at all before riding the high-speed rides!) Anyhow, that is the only thing you get to eat there. You can take some chocolate or granola bars or try some ice cream there (Ben & Jerry`s at Far Far Away) and then later eat dinner in Sentosa. (Chillis restaurant and some local food nearby). All the rides will be closed at 7 PM.Enjoy and have lots of fun.
",5,8 April 2017,April 2017,"Singapore, Singapore",03
review_473583315,“Mostly for kids”,"We went with a group of friends 20-30s and had a good time with them but the park is definitely more for children. There are a couple extreme rides like Human, but with relatively long waits (40 min and it was a slowish hot day). Transformers was my favorite with 3D glasses and special effects but makes many people feel sick.
",3,8 April 2017,March 2017,"Rochester, New York, United States",06
review_473560986,“The Greatest Adventure On The Movies”,"It was an awesome trip and the place feels like Hollywood ! The price of the things there are although pricey ...
",5,8 April 2017,April 2017,"Singapore, Singapore",01
review_473556585,“The excellent place beautiful and not expensive”,"Your service is so good, staff is quite friendly, helpful and he speak English well.We have visited Gardens by the Bay and it surrounding.
",4,8 April 2017,August 2016,Vietnam,03
review_473526984,“Brilliant!”,"We are a young family of 6 and have visited a number of parks across Asia and this was by far our best experience. The park is smaller than Universal Osaka and whilst Disney HK is magical this park is very well organized. Our longest queue was 40 mins which is unheard of at this type of park. We had a brilliant day!
",5,8 April 2017,April 2017,,02
review_473518349,“A fun small park with poor maintanence”,"My partner and I have visited many other Universal Studios parks around the world and wanted to give this one a go while on our honeymoon. The park itself is surprisingly small and most of the themed lands merge in to one another. The ride selection was okay for a thrill seeker, but might be less so for young families. Most of the rides during our visit were open with the odd ride down for renovations which is completely understandable. One thing that was really noticeable though, especially when comparing the park to its US equivalents was that the park was poorly maintained. Most of the rides paint jobs were flaky and the theming and props looked like they had been through a hurricane. I really wasn't expecting this from such a new park and for me, it really showed the low level of commitment to maintain elements when comparing it to a Disney theme park.Would I come here again? Probably not. But if you're not really fussed about how a park is kept, and want a small handful of thrilling rides, go for it.
",3,8 April 2017,April 2017,,02
review_473502462,"“Very ""touristy""”","Definitely catering to the tourist crowd. Was very impressed that all the que's for rides had ceiling fans to combat the heat. The lines were not that long, either (max wait time 40min) Blown away by Anient Egypt...my favourite part of the whole park. Very clean, lots of seats and shady places to sit.
",4,8 April 2017,April 2017,"Chiltern, Australia",03
review_473498363,“Loved it! Had lots of fun with family ”,"A great place to spend one full day and evening! Have a lot of amusement activities for all ages. The tickets allows unlimited entry for all the rides and shows. Spend some time researching the rides and shows that one likes before reaching, as some may have long queues. We went there on a weekday and found that the queues were empty in the evening to leisurely enjoy the place. Must visit in Singapore.
",5,8 April 2017,March 2017,Bangalore,06
review_473479390,“Friday Family Day”,"Fun day out for all the family. Tips - don't go on weekend or public holiday, get there early & purchase priority / express pass.
",4,8 April 2017,April 2017,Singapore,02
review_473393726,“Must visit”,"Hell lot to walk.Gear up comfortably. Carry abundant snacks with you. A must pack is the selfie stick.It can rain any moment in Singapore, do not forget to carry an umbrella or raincoat. In case of rain, all the attractions are temporarily withdrawn for the safety of the visitors. So please do have the time margin in mind. Do not pack your schedule.Arrive by 10.00 am to experience the most of it. Universal is best to be visited on a weekday to avoid the rush. Even on a weekday, buy an express pass. Depending on your group, you can plan your visit. More time spent on kids activities if with kids. Must visits: Battlestar Galactica Human & Cylon Accelerator Transformers Jurassic park rapids adventure (wet ride) Live water show (water world)Madagascar, Shrek & Puss in the boots are very well planned. Even for an adult it is a relaxing experience.Live shows keep happening at various times. Plan as you please.After each ride, you exit at a store. Do not forget to pick goodies.The major rides need you to place your stuff in lockers. In case you are more of an adventure person, can select multiple entry pass.
",5,7 April 2017,February 2017,"Hyderabad, India",03
review_473359493,“A day of fun and excitement.”,"Roller coasters, shows and souvenirs. It is worth getting the express wrist band if you don't like waiting in long queues (there are still queues, just much shorter)
",5,7 April 2017,March 2017,,03
review_473355529,“Memories kept in our hearts”,"The experience in USS is moment to be cherished with my family we were 6 adults and 1 child. Even though It was raining when we went there,but it didn't stop us in enjoying the different zones.. each zone makes as feel like we are in a story book that we used to read when we are kids. Memories in USS will be cherished in our hearts.
",5,7 April 2017,May 2016,"Panabo City, Philippines",0
review_473350802,"“Loved it, my whole family loved it!”","This is a great park with plenty to do. My 18 month old was kept busy all day. The 2 roller coasters are incredible and I couldn't get enough of them. Good mix of thrill rides and family rides and the theming is great. Much better than any of the pathetic theme parks we have here in Australia.
",5,7 April 2017,April 2017,"Victoria, Australia",05
review_473345315,“Nice place”,"It's my 1st time here. This is magnificent! Everything is so well placed and we enjoyed so much! Unfortunately, due to the rain, we did not continue or complete the tour here. Hope will have chance to visit again.
",5,7 April 2017,April 2017,"Singapore, Singapore",03
review_473333699,“Sentosa universal Singapore ”,"This was a nicely done park for its themes. Maybe I'm getting a bit older and have seen it and done it before. The roller coasters looked pretty insane but didn't go on because I felt a bit unwell. Food was the usual theme park food: terrible fast food and soft drinks or water. Shops were so highly priced I didn't bother to buy anything-usual theme park though. I didn't feel it was anything that amazing, just another theme park! I've heard queues are bad on the weekend, I went during the week and they weren't bad. Like 10mins waiting for transformers ride.
",3,7 April 2017,April 2017,"NoCity, NoCountry",06
review_473312555,“Underwhelming but express pass is a must”,"I have been to Disneyland Paris and now Universal Studios Singapore and must say it pales in comparison to Disneyland Paris. Not much to do if you are with young kids but it is not a bad place by any means.Couple of things - Get lots of water as I had heard you get water but not once did I find a spot. We bought a long sipper due to which we could get an liquid refilled at no charge as long as we had that sipper. Also, get a hat and raincoat since the weather is fickle. Also please get an express pass as it will save loads of time and enable you to do most rides. Since we had planned to go to the SEA aquarium, we left at 3 pm from there otherwise we would have done all rides. You also have the option of re entry on the same day as they stamp you before you leave. You also get baby prams on rent for SGD 15 which is a bit steep but it serves the purpose.The gift shop at the start is also quite decent, not as many options as Disney but you can get lot of stuff nevertheless. You can buy and they give you the option of picking it from a drop off point so use that option to avoid carrying luggage.Now for the park - it is shaped like a big circle. You can start from the left which is Madagascar and take the water ride as well as get yourself clicked with the cast of Madagascar and do the merry go round if you have a child (this is something which was easier to do as compared with Disney). Then you go to Far Far Away or the land of Shrek where you can do the Shrek 4D ride and the Puss in Boots Adventure Ride. While the Shrek 4D takes almsot an hour, it is not as impressive so avoid if you are short on time. Do the Puss in Boots ride though as it is different and quite good.Then move to Jurassic park for the roundabouts, the water adventure and the roller coaster - all of which are good. After that you go to the land of Pharaohs, Egypt which has a roller coaster and an adventure ride.The to the transformer section where you can do the really scary roller coaster and the Transformers 7D ride which is basically the best ride in the park. This is a must. Avoid getting clicked by the photographers who charge a bomb for their photos but if you must then there is a parade at 3 pm which is in the Sesame street section which is after the transformers section and there you can get yourself clicked and later on printed as well. The Sesame Street portion has diners and is covered with a skylight so you can relax there.A suggestion here is that get the map via google, explore all rides on youtube and then see which ones you want to do and do them first when you get there This will save time alongwith the Express pass which reduces waiting time by 30 mins. Beware though that some rides are not covered under express pass so waiting is a must for them.Have fun but if you have been to Disneyland Paris then dont expect it to be at the same level.
",4,7 April 2017,March 2017,"Nairobi, Kenya",06
review_473248702,“A fun family day”,"Our family (kids 3, 9, 11) spent most of the day at universal. We made sure we were there pretty much as it opened. The crowds built up as the day went on but ok early December it wasn't too busy. It was hot but not uncomfortably so. There were some line ups. The longest was probably 20 minutes so ok. Food, as you expect, wasn't cheap but ok.The kids all had a great day. By about 4pm we had done enough though.We took​ a stroller for the three year old and were very thankful that we did. Lots of walking for little legs.We had a few shots of rain so were glad of our rain ponchos.We had to do a bit of splitting up to keep all ages happy.Older kids loved the Shrek roller coaster best.
",4,7 April 2017,December 2016,"Brisbane, Australia",02
