0review_id,1review_title,2review_text,3review_rating,4review_date,5visit_date,6reviewer_country,7reviewer_level
review_428301447,“Best roller coasters!!”,"We bought the express pass so no queues. This is a must!!With 8 days holiday we bought the 6 month pass so we'll be back again in a few months to get our money's worth. This is our 3rd trip in 2 years. Cylon is a favourite! The Mummy and Transformers are also family favourites. Such a safe environment our kids 11&13yrs went on their own at times. Great fun thing to do.
",5,2016-10-15,October 2016,Australia,01
review_428298452,“Excellent option for 1 fun day”,"We took public transport to get to the park and visited Universal on a Sunday. It was quite busy but never had to wait longer than 30 minutes. Best activity is Transformers but Jurassic park is fun, too. You do not actually get soaking wet as they warn you. This Universal is not as big as in the USA but perfect to have a nice day without getting too tired of waiting for all the activities. Arrived at 11, left at 4.30. The train that takes you there costs 8 dollars, on the way back we preferred to walk as in the queque we would have waited longer than taking the nice 15 minutes walk to leave Sentosa island
",5,2016-10-15,October 2016,Mexico,03
review_428254029,“Everything we hoped and more!”,"Really great venue for family, definitely recommend arriving early and of course you need the express passes.The express passes vary between $30 and $90 per person depending on demand.However they are well worth it as we were able to move through and see everything without having to wait in long lines within 5 hours.
",4,2016-10-15,October 2016,NoCountry,03
review_428087330,“Great if you like the rides”,"This is really one for the kids. As mum I went along because the kids were keen to go. Most rides had a queue of some sort, but getting the ""Jump the Queue/Express"" ticket helped to reduce waiting time. NOTE: It is better to purchase your Express ticket before you go - on the website the Express tickets were $SG30 and at the gate they were $SG70! We found this out the hard way.Take a water bottle, and fill it up at the various drink stations around the park.
",3,2016-10-15,October 2016,Australia,04
review_428066891,“Not a great amusement park”,"My family and I all had high hopes for this amusement park as everyone in KL was saying that it was great. We decided to stay a weekend in Singapore and this was one of the first places we came. The line for the tickets was so long, which is quite normal at an amusement park, but when it was our turn and we had to pay I was shocked by how much it costed for 4 tickets. However we bought them, went in and were surprised by how few good rides there actually were. I was expecting more and hope that Universal Studios Singapore does something to make it better. The minion place was great and so was Elmo street: there were nice places but again, no rides. Also Singapore is unpredictable with rain and most rides become closed when it rains.
",3,2016-10-15,December 2015,NoCountry,03
review_428046354,"“Amazing, full day activity- Must visit in Singapore.”","Family looking for thrill, fun , relaxing outing for whole day, please head to Universal studio. Must visit in Singapore.Reaching Universal studio by MRT is easier and at an average takes around 45 minutes. Head to Harbor front station and from Vivo city mall level 3, take Sentosa Express. (One stop from Vivo city).When we went on Monday (Avoid weekends and Holidays as que for rides would be longer!) there was not much q in ticket counter. Please be there around 9.30 am as studio opens at 10 am. Half an early helps you take ticket and snaps near the entrance.There are different types of rides- Thrill rides like Transformer, Egyptian Mummy ride, Sci-fi ride, and not so thrill, dizzying , yet enjoyable ride like Jurassic park, Enchanting airways and for various rides and shows for kids . Most of the thrill rides will have long q and waiting time over one hour. Waiting time is displayed near the entrance of each ride and it matches with the actual waiting time.Brave hearts ,once you enter, head to sci fi, rides, where the waiting time is quite longer.(Avg waiting time at any given time is 110 minutes) . Transformer ride is quite popular and have a waiting time of 100 to 110 minutes. we did this ride at lunch time as that, time waiting time was 45 minutes. Weak hearts, you may skip some rides in Sci fi , but don't miss any thrill rides like transformer, Mummy, Enchanting airways and some rides in Jurassic park.KIds below 10- 12 years have many options in studio with slow rides, shows , walk, and parade of cartoon character etc. Parents, please see the schedules and plan your activities.Don't miss show at water front station and 4 D show at castle. Food is expensive so as souvenirs. We had food near Ancient Egypt. Food was ok and ambiance was good. We had late lunch as we focused on popular ride at lunch time, when q is shorter.While return we took free bus ride to Vivo city mall as Sentosa express was crowded and long q to board the train and spent an hour or two in Vivo city mall, before heading to Hotel for much needed rest.Master card holder and holder of boarding pass of certain airlines will get 10 % discount on entry ticket.
",5,2016-10-14,October 2016,India,05
review_428036980,“Very small but good”,"It is a small park with quality and good rides.The Transformer,Jurassic park and Shrek 4D was good.Do not forget to enjoy the road shows and the streets
",5,2016-10-14,October 2016,India,04
review_428032012,“Wow attraction”,"If you are in Singapore you just cannot miss Universal Studios. Suitable for all ages, it is better you plan for 2 days for this huge entertainment park. The must do activities are Transformers ride, Mummy roller coaster, Madagascar Crate ride, Shrek 4D Show, Puss in the Boots ride and the Water ride in Jurassic park.Be warned there is lots and lots and lots of walking, so better take a stroller if you have kids with you.Better make the tickets online in advance which is also cheaper. Get a combo ticket of Sentosa island and Universal Studios in the official website of Resort World Sentosa:
",5,2016-10-14,October 2016,India,06
review_428031480,“Amazingggggg !!!”,"We are from Vietnam and the service was excellent from the time we came there. The staff very friendly and made sure all of the games was a best as it could be. Thanks for taking the time to introduce me all of it. It's hard to find this type of service at Asia park back home in VietNam
",5,2016-10-14,June 2016,NoCountry,0
review_428030380,“Fun Day”,"Although USS is smaller compared to other US attractions, It's still fun to visit. Ride all the attractions in a sunny day and you'll surely enjoy.
",5,2016-10-14,October 2016,NoCountry,03
